shared.name;FeatureID;row.ID;FTIC Pn_delicatissima;FMEAN Pn_delicatissima;FMEDIAN Pn_delicatissima;FTIC System_Blank;FMEAN System_Blank;FMEDIAN System_Blank;FTIC 100;FMEAN 100;FMEDIAN 100;FTIC filtered;FMEAN filtered;FMEDIAN filtered;FTIC Blank;FMEAN Blank;FMEDIAN Blank;FTIC unfiltered;FMEAN unfiltered;FMEDIAN unfiltered;FTIC 0;FMEAN 0;FMEDIAN 0;FTIC Sample;FMEAN Sample;FMEDIAN Sample;FTIC 50;FMEAN 50;FMEDIAN 50;FTIC Procedure_Blank;FMEAN Procedure_Blank;FMEDIAN Procedure_Blank;FTIC Pn_multiseries;FMEAN Pn_multiseries;FMEDIAN Pn_multiseries;FTIC Pn_Subpacifica;FMEAN Pn_Subpacifica;FMEDIAN Pn_Subpacifica;FTIC Media;FMEAN Media;FMEDIAN Media;Blank_1;Blank_3;Media_Blank;blank_out;Pn_chubby14_100ml;Pn_chubby14_50ml;Pn_chubby14_unfil;Pn_delicatessima6_100ml;Pn_delicatessima6_50ml;Pn_delicatessima6_unfil;Pn_multiseries_100ml;Pn_multiseries_50ml;Pn_multiseries_unfil;Pn_skinny13_100ml;Pn_skinny13_50ml;Pn_skinny13_unfil;Pn_subpacifica5_100ml;Pn_subpacifica5_50ml;Pn_subpacifica5_unfil
40;6721;X174.136.618.2..ID..6721.;8195773.914;1365962.319;549828.7949;0;0;0;9627570.979;1604595.163;232567.8071;13829170.07;1382917.007;267134.7617;0;0;0;7592800.257;1265466.709;410293.1689;0;0;0;21140404.24;1409360.283;326639.0449;11794399.35;1179439.935;371128.7612;281566.0889;281566.0889;281566.0889;12228059.68;4076019.895;3396070;716570.6401;119428.44;92713.40869;281566.0889;281566.0889;281566.0889;0;0;281566.0889;0;102988.1377;137207.1792;45887.75;183569.5254;207630.4785;1708784.635;8292969.435;3396070;539020.249;684039.1123;415618.4775;4996131.686;82438.67969;326639.0449;21409.84863
41;805;X175.132.300.1..ID..805.;28157472.42;4692912.07;4784870;144861.804;48287.26799;23559.69653;39391469.33;6565244.888;5839120;73537758.8;7353775.88;6324437.167;144861.804;48287.26799;23559.69653;15988791.25;2664798.542;2499537.047;144861.804;48287.26799;23559.69653;88737210.73;5915814.049;5092018.188;50135080.73;5013508.073;4337685;789339.3289;789339.3289;789339.3289;26568700;8856233.333;7999490;34011038.31;5668506.385;4987544.094;789339.3289;789339.3289;789339.3289;121302.1074;23559.69653;789339.3289;0;6127460;2115850;1512725.648;5550780;6521414.333;3486348.445;13912800;7999490;4656410;8128020;4018960;451949.6438;4883070;14279914.47;5092018.188
42;1469;X177.112.315.1..ID..1469.;11383399.21;1897233.202;1998937.383;10510207.77;3503402.589;3049476.783;77408713.42;12901452.24;2559778.617;121247145.2;12124714.52;3150096.665;10510207.77;3503402.589;3049476.783;27938364.09;4656394.015;1658821.489;10510207.77;3503402.589;3049476.783;146550719.3;9770047.955;3083749.062;71776795.88;7177679.588;3150096.665;2634789.979;2634789.979;2634789.979;23986530;7995510;8807340;111180790.1;18530131.68;10105844.22;2634789.979;2634789.979;2634789.979;1690215.99;5770514.993;2634789.979;3049476.783;1000048.67;1577088.441;682852.998;2484767.255;3216444.269;461341.9624;10278400;8807340;4900790;1513107.511;3083749.062;623989.1526;59497600;29788600;18634600
43;2371;X177.127.323.1..ID..2371.;141433588.9;23572264.82;23284918.89;12356677.23;4118892.41;5163748.785;110126827.3;18354471.21;15978159.33;214456880.6;21445688.06;20434098.68;12356677.23;4118892.41;5163748.785;92771239.01;15461873.17;15129246.41;12356677.23;4118892.41;5163748.785;304824889.6;20321659.31;19526357.79;197101292.3;19710129.23;19480759.63;2403230;2403230;2403230;94547388.02;31515796.01;30473732.42;68843912.65;11473985.44;15129246.41;2403230;2403230;2403230;1009733.88;5163748.785;2403230;6183194.565;1579730;19526357.79;14848537.71;35918926.08;19435161.47;25227998.22;39148712.53;30473732.42;24924943.07;29553088.66;21341839.56;9956574.902;1523140;15956192.05;15409955.1
44;1965;X177.148.334.1..ID..1965.;4252316.293;708719.3822;318628.1465;285183.0508;95061.01693;27412.19043;11979515.57;1996585.928;1861901.519;13696644.85;1369664.485;1097608.328;285183.0508;95061.01693;27412.19043;268457.7192;44742.95321;0;285183.0508;95061.01693;27412.19043;13909730.04;927315.336;282607.9268;1985587.003;198558.7003;116707.4121;55372.53174;55372.53174;55372.53174;2068917.927;689639.3089;282607.9268;7588495.82;1264749.303;426318.7979;55372.53174;55372.53174;55372.53174;257770.8604;27412.19043;55372.53174;0;4585280;261189.625;0;2036770;616926.6563;0;1786310;282607.9268;0;1578290;20329.63672;0;1937493.037;591447.9707;213085.1875
45;4359;X178.016.38.1..ID..4359.;26939914.72;4489985.787;2786198.032;0;0;0;3056384.177;509397.3628;11005.17285;7533543.095;753354.3095;35608.04175;0;0;0;21691874.51;3615312.419;1107143.401;0;0;0;29225417.61;1948361.174;128297.6152;26169033.43;2616903.343;346242.3655;0;0;0;0;0;0;2285502.886;380917.1477;35608.04175;0;0;0;0;0;0;0;0;0;128297.6152;1325743.831;564187.1157;15061177.71;0;0;0;1708630;3863766.064;4416410;22010.3457;49205.73779;2085989.188
46;6056;X179.107.439.1..ID..6056.;156054326.4;26009054.41;24900786.72;20943895.35;6981298.451;2495896.774;176267920.7;29377986.78;25787771.13;219085731.4;21908573.14;17555099.48;20943895.35;6981298.451;2495896.774;242847198.1;40474533.02;31884329.26;20943895.35;6981298.451;2495896.774;453672451.9;30244830.13;19653120.37;285665008.8;28566500.88;15300411.55;8260477.569;8260477.569;8260477.569;106273619.7;35424539.9;17231047.42;191344505.8;31890750.97;21552326.08;8260477.569;8260477.569;8260477.569;25592.76367;2495896.774;8260477.569;18422405.81;44829385.59;12721671.55;23451531.79;31922421.9;8732308.394;2831850;17231047.42;7277676.323;81764895.96;54371467.85;17879151.54;40317126.74;19653120.37;4467480.456;86221316.06
47;7301;X179.107.459.1..ID..7301.;424320885;70720147.5;61255494.75;34730640.2;11576880.07;9575587.469;319719781.9;53286630.32;58760876.29;527951034.5;52795103.45;54178359.02;34730640.2;11576880.07;9575587.469;410089567;68348261.16;63129168.43;34730640.2;11576880.07;9575587.469;910023011.3;60668200.75;56752928.22;618320819.5;61832081.95;53507209.77;28017590.2;28017590.2;28017590.2;187150837.6;62383612.53;60768824.37;298551288.7;49758548.11;49247464.62;28017590.2;28017590.2;28017590.2;2703540.026;22451512.7;28017590.2;9575587.469;56752928.22;41742001.01;27559812.62;99535112.21;51603789.82;147870493.5;60768824.37;45998679.39;80383333.83;2800500;67100359.8;55410629.71;71844826.93;29804012.76;70847707.14
48;276;X179.107.298.1..ID..276.;132880200;22146700;21565650;0;0;0;84314680;14052446.67;9331530;130977300;13097730;9511455;0;0;0;72779370;12129895;11218475;0;0;0;203756670;13583778;11932500;119441990;11944199;11218475;0;0;0;19842510;6614170;6603320;51033960;8505660;7380315;0;0;0;0;0;0;0;6730560;3646970;7670220;30421400;16001500;27129800;6603320;4765540;8473650;28626900;15158200;15542400;11932500;7090410;13963300
49;606;X179.107.331.1..ID..606.;481975702.3;80329283.72;8341410;83103727.73;27701242.58;22558478.85;94514258.2;15752376.37;6838230;120056371.4;12005637.14;5543635;83103727.73;27701242.58;22558478.85;631545558;105257593;83862642.86;83103727.73;27701242.58;22558478.85;692602101.3;46173473.42;5932120;657087671.3;65708767.13;3452855;58999828.2;58999828.2;58999828.2;79848421.42;26616140.47;5155150;130777977.5;21796329.59;4776165;58999828.2;58999828.2;58999828.2;19243125.65;22558478.85;58999828.2;41302123.23;6494650;3057680;108725457.5;10750700;3656690;296784726.9;5155150;71651911.42;3041360;5932120;3249020;161602445.4;7181810;2926640;2391740
50;1657;X180.102.179.1..ID..1657.;93503938.92;15583989.82;9957620.86;4150605.194;1383535.065;1311093.302;82052956.29;13675492.71;12835214.65;139878706.5;13987870.65;11192688.67;4150605.194;1383535.065;1311093.302;47541708.09;7923618.016;6872605;4150605.194;1383535.065;1311093.302;184058376.5;12270558.44;10245164.72;105367458.3;10536745.83;6872605;3362038.094;3362038.094;3362038.094;42438238.2;14146079.4;14249045.07;48116199.42;8019366.57;8944415;3362038.094;3362038.094;3362038.094;5848.614746;1311093.302;3362038.094;2833663.278;11421384.22;5020531.085;8371220;28234072.46;36588391.31;3691650;14249045.07;10963993.13;17225200;14541251.72;5074583.428;5373990;10245164.72;3540289.392;9517610
51;3658;X180.102.55.1..ID..3658.;133083312.9;22180552.14;18551211.91;4372017.302;1457339.101;1510734.217;83829489.11;13971581.52;12315824.15;164251223.8;16425122.38;13546359.36;4372017.302;1457339.101;1510734.217;161350625.3;26891770.89;26135229.33;4372017.302;1457339.101;1510734.217;318448935.6;21229929.04;16898226.18;241772360;24177236;20996276.62;7152913.514;7152913.514;7152913.514;84758688.93;28252896.31;17800386.17;100606933.8;16767822.3;12289682.81;7152913.514;7152913.514;7152913.514;23313.67041;1510734.217;7152913.514;2837969.415;12481748.29;7248483.829;27176131.6;12149900;44125691.57;14955500;17800386.17;16898226.18;50060076.57;22146923.81;14610970.43;25094327.05;12097617.32;4691276.161;36911676.58
52;329;X180.104.37.1..ID..329.;175322612.8;29220435.47;27466093.42;6966933.463;2322311.154;2579971.779;109218600.6;18203100.11;16568730.32;140966870;14096687;7291215;6966933.463;2322311.154;2579971.779;151786643.5;25297773.91;15818280.32;6966933.463;2322311.154;2579971.779;274632052.8;18308803.52;13363900;183534912.8;18353491.28;12300000;18121460.64;18121460.64;18121460.64;26906830;8968943.333;7695870;72402610;12067101.67;12300000;18121460.64;18121460.64;18121460.64;2579971.779;1553298.406;18121460.64;2833663.278;15016000;4708620;11236100;43530200;26985400;67603296;7695870;5695860;13515100;2370370;6886560;27946786.84;22484700;5593290;13363900
53;3866;X180.109.275.1..ID..3866.;39667398.9;6611233.15;6502356.155;36028.65332;12009.55111;1091.27832;20927118.1;3487853.017;2368531.262;30978086.11;3097808.611;2368531.262;36028.65332;12009.55111;1091.27832;39312534.42;6552089.071;6662521.694;36028.65332;12009.55111;1091.27832;69169795.5;4611319.7;3159782.824;49363502.43;4936350.243;3645940.891;1120825.04;1120825.04;1120825.04;6954379.37;2318126.457;2299880.075;22548017.23;3758002.871;2250850.34;1120825.04;1120825.04;1120825.04;1091.27832;34937.375;1120825.04;0;2064518.231;787465.439;4548238.583;6749568.627;4132098.959;10594000;2299880.075;1613329.295;3041170;6255143.684;3159782.824;8776804.805;2437182.448;1479116.53;11231496
54;3706;X180.110.298.1..ID..3706.;16987501.57;2831250.262;2650890;36028.65332;12009.55111;1091.27832;5806815.471;967802.5785;252517.7354;8620364.795;862036.4795;384921.9219;36028.65332;12009.55111;1091.27832;12781785.5;2130297.583;1225988.287;36028.65332;12009.55111;1091.27832;21224743.51;1414982.901;543443.7422;15595334.82;1559533.482;864215.9961;177406.7832;177406.7832;177406.7832;1466331.795;488777.265;281343.5449;2770910.145;461818.3574;408295.1641;177406.7832;177406.7832;177406.7832;1091.27832;34937.375;177406.7832;0;327628.6875;143887.75;1266988.324;2821070;1580065.914;5722802;0;281343.5449;1184988.25;2480710;442215.1563;3940638.5;0;543443.7422;488961.6406
55;2896;X181.072.156.1..ID..2896.;1903644.252;317274.042;329297.0237;330019.4061;110006.4687;133526.4674;7746739.695;1291123.282;512402.8975;12752826.63;1275282.663;380310.1647;330019.4061;110006.4687;133526.4674;4744443.673;790740.6121;283717.8542;330019.4061;110006.4687;133526.4674;16826763.8;1121784.254;330175.2606;9750530.609;975053.0609;320970.0472;670506.5001;670506.5001;670506.5001;12613790;4204596.667;4188940;2309329.552;384888.2586;316231.7233;670506.5001;670506.5001;670506.5001;31994.979;133526.4674;670506.5001;164497.9597;601995.4144;532686.6287;311764.8337;328418.7869;337809.9489;255670.8748;5402310;4188940;3022540;422810.3805;330175.2606;228759.0006;320698.6129;286981.5981;255202.4636
56;8359;X181.102.555.1..ID..8359.;2423493.307;403915.5511;424415.7827;1908.272217;636.0907389;0;5124065.327;854010.8879;334708.811;9397354.999;939735.4999;416526.8279;1908.272217;636.0907389;0;586541.8477;97756.97461;0;1908.272217;636.0907389;0;9938554.436;662570.2957;361785.4941;4859831.519;485983.1519;310837.8938;45342.41016;45342.41016;45342.41016;581083.8062;193694.6021;171293.3984;6933977.323;1155662.887;392524.3711;45342.41016;45342.41016;45342.41016;0;1908.272217;45342.41016;0;361785.4941;423263.248;0;726251.8965;636524.4648;541199.4375;171293.3984;409790.4077;0;307632.1279;211885.3799;0;3511760;2637168.581;0
57;216;X181.108.52.1..ID..216.;47604783.74;7934130.624;4433205;10501430.34;3500476.781;3464863.997;17999670;2999945;2609725;59284303.74;5928430.374;3873480;10501430.34;3500476.781;3464863.997;15744560;2624093.333;2607005;10501430.34;3500476.781;3464863.997;73556213.74;4903747.583;3144380;57029193.74;5702919.374;3083660;1472650;1472650;1472650;12831390;4277130;4201760;13120040;2186673.333;2136195;1472650;1472650;1472650;3110462.333;3464863.997;1472650;3926104.015;1660520;3022940;2560630;3558930;22291313.74;3144380;4441600;4188030;4201760;5307480;10649300;2653380;1558490;2605700;1711760
58;380;X181.109.40.1..ID..380.;102451021.7;17075170.28;16279687.82;10565446.54;3521815.515;3528880.196;65869656.48;10978276.08;10824450;124828866.5;12482886.65;10965750;10565446.54;3521815.515;3528880.196;74990306.01;12498384.34;8356855;10565446.54;3521815.515;3528880.196;194926942.5;12995129.5;10226200;133949516;13394951.6;9591205;4892230;4892230;4892230;40603700;13534566.67;10226200;51872220.84;8645370.14;7604570;4892230;4892230;4892230;3110462.333;3528880.196;4892230;3926104.015;14437840.84;8215500;7757500;17829875.64;14729500;26001536.01;9943600;10226200;20433900;11705300;23228600;8956210;7060810;7451640;6948930
59;1377;X181.122.254.1..ID..1377.;136943402.8;22823900.47;17376639.89;21028449.19;7009483.063;3386944.865;148069400.2;24678233.37;21934377.83;215451694.5;21545169.45;18004558.11;21028449.19;7009483.063;3386944.865;74227825.87;12371304.31;5030475;21028449.19;7009483.063;3386944.865;278877174.5;18591811.63;16496643.24;141610120.2;14161012.02;12839440.35;10802345.87;10802345.87;10802345.87;39685947.71;13228649.24;16399379.02;102247823.9;17041303.99;13515990.69;10802345.87;10802345.87;10802345.87;2159103.218;3386944.865;10802345.87;15482401.11;41658835.61;17752479.69;3076840;1592370;16496643.24;47495600;20372698.7;16399379.02;2913870;50147093.07;18256636.54;2955060;23496056.96;9279501.682;6984110
60;232;X181.122.472.1..ID..232.;187108450.8;31184741.79;28718050;45202843.02;15067614.34;15093748.47;91975930;15329321.67;11952400;139593330;13959333;11952400;45202843.02;15067614.34;15093748.47;148523190.8;24753865.13;17183400;45202843.02;15067614.34;15093748.47;284815780.8;18987718.72;13285000;196140590.8;19614059.08;14355100;3300740;3300740;3300740;32032200;10677400;11111700;65675130;10945855;10246265;3300740;3300740;3300740;14548983.17;15093748.47;3300740;15560111.39;7334290;3973410;12492100;27980500;15883600;33274700;11111700;7635500;13285000;29455600;15425200;65088850.76;12793100;8000430;21081800
61;3647;X182.081.334.1..ID..3647.;50823078.45;8470513.075;7664846.352;5606539.415;1868846.472;1499209.048;39496510.05;6582751.674;3879210.384;73738156.87;7373815.687;4567991.054;5606539.415;1868846.472;1499209.048;78913613.52;13152268.92;14966769.46;5606539.415;1868846.472;1499209.048;151049556.6;10069970.44;11123061.36;113155260.3;11315526.03;13346276.65;1602213.781;1602213.781;1602213.781;19350053.52;6450017.84;4929350.768;80876424.64;13479404.11;15830112.23;1602213.781;1602213.781;1602213.781;0;1499209.048;1602213.781;4107330.367;18954680.35;15474535.24;17060311.17;1543620;4206631.34;17372846.06;4929350.768;1475999.15;12944703.6;2829070;11123061.36;13747849.69;9637575.142;3563633.515;16185689.22
62;3670;X182.118.420.1..ID..3670.;30514541.11;5085756.851;4213185.302;1836205.071;612068.357;459052.0928;31620872.31;5270145.384;3707240.291;38505490.66;3850549.066;2998120.443;1836205.071;612068.357;459052.0928;21766227.14;3627704.523;3387776.854;1836205.071;612068.357;459052.0928;57154394.99;3810292.999;3178000.885;28650845.49;2865084.549;2812912.865;3117322.811;3117322.811;3117322.811;8054676.953;2684892.318;3613010.582;18585176.93;3097529.488;2868628.475;3117322.811;3117322.811;3117322.811;0;459052.0928;3117322.811;1377152.978;6004929.883;2807585.731;2929671.219;3801470;2079721.839;5284070.521;3613010.582;783435.4733;3658230.898;11906138.14;2818240;4624900.604;3178000.885;1512958.123;2152031.085
63;6115;X182.126.254.1..ID..6115.;12214741.02;2035790.17;1638689.934;26496.1156;8832.038534;1241.005493;8749411.787;1458235.298;1357679.918;14501311.7;1450131.17;1357679.918;26496.1156;8832.038534;1241.005493;9701490.932;1616915.155;1010004.742;26496.1156;8832.038534;1241.005493;23432945.43;1562196.362;1351196.786;15453390.84;1545339.084;1251553.305;769857.2015;769857.2015;769857.2015;4077569.613;1359189.871;1351196.786;7140634.794;1190105.799;942801.9042;769857.2015;769857.2015;769857.2015;1241.005493;25255.11011;769857.2015;0;716922.9365;710684.5514;410175.9844;2867865.232;1913216.818;4125930;1351196.786;1476220.544;1250152.282;1364163.05;1252954.328;690611.5948;1679406.581;1168680.872;2454763.869
64;2728;X182.126.472.1..ID..2728.;20814171.7;3469028.616;2170470;26496.1156;8832.038534;1241.005493;9670381.255;1611730.209;1728108.393;16863351.37;1686335.137;1666964.165;26496.1156;8832.038534;1241.005493;16045898.52;2674316.42;1010004.742;26496.1156;8832.038534;1241.005493;32139392.69;2142626.18;1496253.251;23238868.64;2323886.864;1373202.767;769857.2015;769857.2015;769857.2015;4097602.32;1365867.44;1351196.786;7227618.675;1204603.112;942801.9042;769857.2015;769857.2015;769857.2015;1241.005493;25255.11011;769857.2015;0;716922.9365;710684.5514;410175.9844;2105020;2749533.568;11195411.46;1351196.786;1496253.251;1250152.282;2235920;1837675.078;690611.5948;2491464.331;1168680.872;1729690
65;33;X182.985.30.1..ID..33.;19010330;3168388.333;2789420;6721990;2240663.333;2540010;19382390;3230398.333;3063570;28961710;2896171;2753005;6721990;2240663.333;2540010;88471231.9;14745205.32;3350640;6721990;2240663.333;2540010;115074401.9;7671626.793;2937250;98050551.9;9805055.19;2682665;2358540;2358540;2358540;8794670;2931556.667;3189890;87269401.9;14544900.32;2985220;2358540;2358540;2358540;1530830;2651150;2358540;2540010;2782270;2723740;3188170;2937250;2584830;3561100;3189890;2091670;3513110;4783380;2502180;2641590;3331060;2035440;73208721.9
66;954;X183.078.323.1..ID..954.;13884836.18;2314139.364;2500340.105;1870274.825;623424.9417;805395.649;21757293.96;3626215.66;3485410;30699290.83;3069929.083;3361895;1870274.825;623424.9417;805395.649;8941070.854;1490178.476;1553492.086;1870274.825;623424.9417;805395.649;38196517.72;2546434.515;2176609.7;17883067.72;1788306.772;1730000.105;1443843.962;1443843.962;1443843.962;7917037.142;2639012.381;2535607.142;16394644.4;2732440.733;2022734.85;1443843.962;1443843.962;1443843.962;971047.8889;805395.649;1443843.962;93831.28723;4418130;1623570;720514.6949;3337540;3739500.408;1663140.21;3584570;1796860;2535607.142;3386250;1357050.42;401355.1438;5586960;1868860;2176609.7
67;8314;X183.099.147.1..ID..8314.;6335661.265;1055943.544;1063083.959;475513.4899;158504.4966;2375.329102;9107429.106;1517904.851;1299630.526;12116536.5;1211653.65;1035062.362;475513.4899;158504.4966;2375.329102;3969322.356;661553.7261;673954.1047;475513.4899;158504.4966;2375.329102;15381946.64;1025463.11;836106.9507;6978429.746;697842.9746;702800.8894;703912.2075;703912.2075;703912.2075;2395865.149;798621.7165;643996.002;6650420.23;1108403.372;798856.3638;703912.2075;703912.2075;703912.2075;2375.329102;473138.1608;703912.2075;0;691194.6504;761605.7769;43859.11426;1411527.523;317153.4766;1206116.932;1187733.528;564135.6191;643996.002;1945481.197;920050.9863;535331.1504;3167580;1150073.738;836106.9507
